Código;Descrição;Descrição complementar;Grupo;Procedência;Unid;Preço min vnd (R$);Preço vnd (R$);Custo orç;% markup;Conv vnd;Conv cpr;Peso líq unitário (kg);Peso bruto unitário (kg);Descrição do grupo;Dentro do grupo (código);Dentro do grupo (descrição);Desenho;Revisão desenho;Moeda custo;Qt/vol;Preço cmp (R$);Estocagem;IPI (%);Tipo custo;Estoque mínimo;Ponto de ressuprimento;Lote mínimo;Lote múltiplo;Origem da mercadoria;Prazo de aquisição(dias);Número da FCI;GTIN;Criado em;GTIN unid tributável;Criado por;Alterado por;CEST;Alterado em;Origem da mercadoria;Tipo contábil;NCM;Estado;Observações;Observações técnicas;Endereço de estoque padrão
2241;BUCHA ESG RED EXC PLASTILIT 100X75MM;;PADRAO;Comprado;PC;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;31/01/2024 08:58;;MOACYR;MOACYR;;31/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;39174090;Ativo;;;
2240;VENTOSA SIMPLES PLASTICO VONDER;;PADRAO;Comprado;PC;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;31/01/2024 08:58;;MOACYR;MOACYR;;31/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;39269090;Ativo;;;
2239;ESPATULA ACO CR 10,0CM CABO PP;;PADRAO;Comprado;PC;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;31/01/2024 08:58;;MOACYR;MOACYR;;17/06/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;82055900;Ativo;;;
2238;ESCOVA ACO ECONONICA 3 FILEIRAS;;PADRAO;Comprado;PC;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;31/01/2024 08:58;;MOACYR;MOACYR;;07/08/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;96039000;Ativo;;;
2237;ESPATULA ACO CR 6,0CM CABO PP;;PADRAO;Comprado;PC;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;31/01/2024 08:58;;MOACYR;MOACYR;;05/03/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;82055900;Ativo;;;
2236;"TUBO DRENO PERFURADO 4""";;PADRAO;Comprado;m;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;31/01/2024 08:58;;MOACYR;MOACYR;;31/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;39172100;Ativo;;;
2235;JOELHO ESG KRONA 100MMX45;;PADRAO;Comprado;PC;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;31/01/2024 08:58;;MOACYR;MOACYR;;06/03/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;39174090;Ativo;;;
2234;ESPATULA ACO CR 12,0CM CABO PP;;PADRAO;Comprado;PC;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;31/01/2024 08:58;;MOACYR;MOACYR;;31/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;82055900;Ativo;;;
2233;"NIVEL ALUMINIO 14"" 954";;PADRAO;Comprado;PC;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;31/01/2024 08:58;;MOACYR;MOACYR;;31/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;90318099;Ativo;;;
2232;VEDA PORTA 0,80CM SIMPLES;;PADRAO;Comprado;PC;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;31/01/2024 08:58;;MOACYR;MOACYR;;31/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;76042920;Ativo;;;
2231;PISTOLA DE AR LIMPEZA METALICA ROSCA MACHO 1/4 NPT PVL7 VONDER;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;29/01/2024 16:38;;MOACYR;MOACYR;2804000;29/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;84242000;Ativo;;;
2230;CABO SHILD 2 X 2,50MM INSTRUMENTACA;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;29/01/2024 16:35;;MOACYR;MOACYR;1200700;29/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;85444900;Ativo;;;
2229;AGUA MINERAL GALAO 20 LITROS;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;29/01/2024 16:33;;MOACYR;MOACYR;;06/11/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;22021000;Ativo;;;
2228;COLEIRO PUR PARA COLADEIRAS DE BORDOS;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;29/01/2024 16:02;;MOACYR;MOACYR;;29/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;84879000;Ativo;;;
2227;Lampada Led Tub T8 Ho 40w 2,40mt Lt 6500k Intral;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;29/01/2024 15:36;;MOACYR;MOACYR;900100;29/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;85395200;Ativo;;;
2226;Cabo Pp 2 x 1,00 Mm - Rcm;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;29/01/2024 15:36;;MOACYR;MOACYR;1200700;29/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;85444900;Ativo;;;
2225;CABO ACO REV PVC 1/8 - KALA;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;29/01/2024 15:36;;MOACYR;MOACYR;1200700;29/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;85444900;Ativo;;;
2224;Calha Sob. 2 x 240mm C/ Soquete P/ Ho;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;29/01/2024 15:36;;MOACYR;MOACYR;2112500;06/02/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;94053900;Ativo;;;
2223;Clips P/ Cabo Aco(a)1/8-3.2 Vonder;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;29/01/2024 15:36;;MOACYR;MOACYR;1002000;21/07/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;73269090;Ativo;;;
2222;SABAO EM PO URCA - 800G;;PADRAO;Comprado;PC;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;29/01/2024 11:30;;MOACYR;MOACYR;;29/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;34012090;Ativo;;;
2221;LIMPADOR SANITARIO ETOP - 5L - LAVANDA;;PADRAO;Comprado;GL;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;29/01/2024 11:30;;MOACYR;MOACYR;;25/11/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;38089419;Ativo;;;
2220;AGUA SANITARIA - 5L;;PADRAO;Comprado;GL;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;29/01/2024 11:30;;MOACYR;MOACYR;;25/11/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;28289011;Ativo;;;
2219;PANO ALVEJADO MG - 45CM X 68CM;;PADRAO;Comprado;PC;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;29/01/2024 11:30;;MOACYR;MOACYR;;29/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;63071000;Ativo;;;
2218;SACO LIXO 40L M04 -  50CM X 57CM - C/100 UND - PRETO;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;29/01/2024 11:30;;MOACYR;MOACYR;;02/09/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;39232190;Ativo;;;
2217;DETERGENTE LAVA LOUCAS - 5L - NEUTRO;;PADRAO;Comprado;GL;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;29/01/2024 11:30;;MOACYR;MOACYR;;06/05/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;34012090;Ativo;;;
2216;ADAPTADOR FELDER;;PADRAO;Comprado;CJ;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;29/01/2024 10:48;;MOACYR;MOACYR;;29/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;84669200;Ativo;;;
2215;EASY PUR AC25 SIMETRICO MAX LISO;;PADRAO;Comprado;kg;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;29/01/2024 10:48;;MOACYR;MOACYR;;29/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;84669200;Ativo;;;
2214;MAQUINA SELADORA AUTOMATICA C/ SISTEMA DE 2 REGUAS P/ PORTAS;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/01/2024 18:50;;MOACYR;MOACYR;;26/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;84224090;Ativo;;;
2213;MAQUINA TUNEL DE ENCOLHIMENTO ELETRICO;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/01/2024 18:50;;MOACYR;MOACYR;;26/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;84224090;Ativo;;;
2212;MOLA MESTRE DIANT.VOLVO VM-17/23;;PADRAO;Comprado;PC;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/01/2024 18:16;;MOACYR;MOACYR;102000;26/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;73201000;Ativo;;;
2211;BUCHA BORRACHA TIRANTE RANDON ANTIGA;;PADRAO;Comprado;PC;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/01/2024 18:16;;MOACYR;MOACYR;107800;26/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;87169090;Ativo;;;
2210;PORCA 14MM MB TORQUE FLANGE ACO;;PADRAO;Comprado;PC;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/01/2024 18:16;;MOACYR;MOACYR;1005800;26/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;73181600;Ativo;;;
2209;PARAFUSO 14X50 REC. ACO 10.9;;PADRAO;Comprado;PC;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/01/2024 18:16;;MOACYR;MOACYR;1005800;26/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;73181500;Ativo;;;
2208;MARCA TEXTO PILOT 200-SL VERMELHO UN QTD. 1.00 UN;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/01/2024 13:34;;MOACYR;MOACYR;;26/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;96082000;Ativo;;;
2207;CADERNO UNIV 10 MAT CD COCA-COLA UN QTD. 1.00 UN;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/01/2024 13:34;;MOACYR;MOACYR;;26/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;48202000;Ativo;;;
2206;MARCA TEXTO FABER GRIFPEN CINZA UN QTD. 1.00 UN;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/01/2024 13:34;;MOACYR;MOACYR;;26/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;96082000;Ativo;;;
2205;LAPIS GRAFITE FABER 1205 MAX PRETO SEXTA UN QTD. 2.00 UN;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/01/2024 13:34;;MOACYR;MOACYR;;26/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;96091000;Ativo;;;
2204;REGUA 20CM ACRIMET UN QTD. 1.00 UN;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/01/2024 13:34;;MOACYR;MOACYR;;26/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;90172000;Ativo;;;
2203;CANETA COMPACTOR ECONOMIC PRETA UN QTD. 3.00 UN;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/01/2024 13:34;;MOACYR;MOACYR;;26/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;96081000;Ativo;;;
2202;BALA HALLS UVA VERDE - 28G UN QTD. 1.00 UN;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/01/2024 13:34;;MOACYR;MOACYR;;26/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;17049020;Ativo;;;
2201;MOCHILA PAUL FRANK CASUAL PRETA UN QTD. 1.00 UN;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/01/2024 13:34;;MOACYR;MOACYR;;26/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;42029200;Ativo;;;
2200;BORRACHA MERCUR PONTEIRA - BRANCA UN QTD. 1.00 UN;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;26/01/2024 13:34;;MOACYR;MOACYR;;31/07/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;40169200;Ativo;;;
2199;CABO P/ CFTV 4P DUPLA CAPA+BLINDAGEM 100M DBL 2567 - MEGATRON/ULTRA RESOLUÇÃO DO SENADO FEDERAL NO 13/12, NÚMERO DA FCI;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;25/01/2024 17:26;;MOACYR;MOACYR;;25/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;85444900;Ativo;;;
2198;CAIXA P/PROTECAO 10X10X5 BRBO 1 - 070.200.001 - BRUM;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;25/01/2024 17:26;;MOACYR;MOACYR;;06/08/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;85381000;Ativo;;;
2197;CAMERA BULLET VIP 1130 B G4 4564064 - INTELBRAS (AM);;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;25/01/2024 17:26;;MOACYR;MOACYR;;25/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;85258913;Ativo;;;
2196;SENSOR DE MOVIMENTO INFRAVERMELHO PASSIVO S/FIO IVP 8000 EX 4541041 - INTELBRAS (MG);;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;25/01/2024 17:26;;MOACYR;MOACYR;;25/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;85437099;Ativo;;;
2195;(P) ROTEADOR WIRELESS ACTION RF 1200 4750075 - INTELBRAS;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;25/01/2024 17:26;;MOACYR;MOACYR;;25/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;85176241;Ativo;;;
2194;(P) ANTENA OUTDOOR 5GHZ 16DBI WOM 5A MIMO - INTELBRAS 4750061;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;25/01/2024 17:26;;MOACYR;MOACYR;;25/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;85176241;Ativo;;;
2193;SWITCH 5 PORTAS FAST 4 PORTAS POE SF 500 HI POE 4760051 - INTELBRAS ( SC );;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;25/01/2024 17:26;;MOACYR;MOACYR;;25/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;85176239;Ativo;;;
2192;SERVIÇOS PRESTADOS - DIVERSOS;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;25/01/2024 15:41;;MOACYR;MOACYR;;29/11/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;0;Ativo;;;
2191;ROLAMENTO DE CONTATO ANGULAR CERAMICO;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;25/01/2024 15:06;;MOACYR;MOACYR;;25/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;85030010;Ativo;;;
2190;PU8X125 - TUBO POLIURETANO 8MM X 1.25 AZUL;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/01/2024 16:23;;MOACYR;MOACYR;1000600;24/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;39173290;Ativo;;;
2189;CB FLEX HEPR-PVC 95MM2 1KV AZ;;PADRAO;Comprado;m;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/01/2024 16:21;;MOACYR;MOACYR;1200700;24/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;85444900;Ativo;;;
2188;"PARAFUSO LENTILHA AUTO TRAVANTE 1/4 x 1/2"" MONT MAGNO";;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/01/2024 16:14;;MOACYR;MOACYR;;24/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;73181500;Ativo;;;
2187;PARAFUSO CABECA CHATA PHILIPS C/ BUCHA NYLON 10MM C/5 BEMFIXA;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/01/2024 16:14;;MOACYR;MOACYR;;24/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;73181200;Ativo;;;
2186;"CONDULETE FIXO- LL - 1.1/2"" S/ROSCA C/TAMPA C/ PINTURA TRAMONTINA";;PADRAO;Comprado;PC;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/01/2024 16:14;;MOACYR;MOACYR;;24/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;76090000;Ativo;;;
2185;CABO,EPR FLEXIVEL 1KV 25mm CONDUSPAR;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/01/2024 16:14;;MOACYR;MOACYR;;26/06/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;85444900;Ativo;;;
2184;"ARRUELA ZINCADA 1/4"" C/100PCS MONT MAGNO";;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/01/2024 16:14;;MOACYR;MOACYR;;24/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;73182200;Ativo;;;
2183;MINIDISJUNTOR TERMOMAGNETICO MDW CURVA C 100A 3 POLOS WEG MINI DISJUNTORE;;PADRAO;Comprado;PC;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/01/2024 16:14;;MOACYR;MOACYR;;24/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;85362000;Ativo;;;
2182;ELETROCALHA PERFURADA TIPO - U - 100x50 -3MT - CH24 INBRAEL;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/01/2024 16:14;;MOACYR;MOACYR;;24/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;73089010;Ativo;;;
2181;DISJUNTOR CAIXA MOLDADA 250L/200A (COM TERMINAL) JNG;;PADRAO;Comprado;PC;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/01/2024 16:14;;MOACYR;MOACYR;;24/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;85362000;Ativo;;;
2180;"CONDULETE FIXO - LR -1.1/2"" S/ROSCA C/TAMPA C/PINTURA TRAMONTINA";;PADRAO;Comprado;PC;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/01/2024 16:14;;MOACYR;MOACYR;;24/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;76090000;Ativo;;;
2179;"PORCA SEXTAVADA ZINCADA 1/4"" C/100PCS MONT MAGNO";;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/01/2024 16:14;;MOACYR;MOACYR;;24/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;73181600;Ativo;;;
2178;PARAFUSO CABECA CHATA PHILIPS C/ BUCHA NYLON 8mm C/30 BEMFIXA;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/01/2024 16:14;;MOACYR;MOACYR;;24/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;73181200;Ativo;;;
2177;PARAFUSO CABECA CHATA FENDA PHILIPS C/ BUCHA 10MM C/5 BEMFIXA;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/01/2024 16:14;;MOACYR;MOACYR;;24/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;73181200;Ativo;;;
2176;MAO FRANCESA SIMPLES 200mm INBRAEL;;PADRAO;Comprado;PC;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/01/2024 16:14;;MOACYR;MOACYR;;24/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;73089010;Ativo;;;
2175;"ELETRODUTO PVC 1.1/2"" C/ ROSCA 3MT PRETO LZ TUBOS";;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/01/2024 16:14;;MOACYR;MOACYR;;24/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;39172300;Ativo;;;
2174;"ABRACADEIRA TIPO ""D"" C/ CHAVETA 1.1/2"" VILLEFIX";;PADRAO;Comprado;PC;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/01/2024 16:14;;MOACYR;MOACYR;;24/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;73269090;Ativo;;;
2173;EMENDA PERFURADA TIPO-U-100X50 INBRAEL;;PADRAO;Comprado;PC;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/01/2024 16:14;;MOACYR;MOACYR;;24/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;73089010;Ativo;;;
2172;MDF CRU D 12MM ULTRA 2,44X1,84;;MP;Comprado;PC;;;;;;;2;;Matérias Primas;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;23/01/2024 18:41;;MOACYR;MOACYR;;17/10/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44123900;Ativo;;;
2171;SPINDLE 3,5KW 220V 18000RPM IMP;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;22/01/2024 14:42;;MOACYR;MOACYR;;22/01/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;85015220;Ativo;;;
2170;APLICADOR DE ADESIVO ISOMENLT / EX / 2S - N - 946XX294;;PADRAO;Comprado;un;;;;;1;1;;;Padrão;;;;;R$;1;;Código do item;;Normal;0;0;0;0;0;0;;;18/01/2024 17:47;;MOACYR;MOACYR;;17/04/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;;Ativo;;;
2169;IPIFLEX CHASSIS 2 3 EIXO;;PADRAO;Comprado;un;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;12/01/2024 18:52;;MOACYR;MOACYR;;02/09/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;27101932;Ativo;;;
2168;Festa Bolo Morango Com Cocada;;PADRAO;Comprado;kg;;;;;;;;;Padrão;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;12/01/2024 18:41;;MOACYR;MOACYR;;04/04/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Produto acabado;19011090;Ativo;;;
