Código;Descrição;Descrição complementar;Grupo;Procedência;Unid;Preço min vnd (R$);Preço vnd (R$);Custo orç;% markup;Conv vnd;Conv cpr;Peso líq unitário (kg);Peso bruto unitário (kg);Descrição do grupo;Dentro do grupo (código);Dentro do grupo (descrição);Desenho;Revisão desenho;Moeda custo;Qt/vol;Preço cmp (R$);Estocagem;IPI (%);Tipo custo;Estoque mínimo;Ponto de ressuprimento;Lote mínimo;Lote múltiplo;Origem da mercadoria;Prazo de aquisição(dias);Número da FCI;GTIN;Criado em;GTIN unid tributável;Criado por;Alterado por;CEST;Alterado em;Origem da mercadoria;Tipo contábil;NCM;Estado;Observações;Observações técnicas;Endereço de estoque padrão
AC9392;CAB BAT S4S 1050X75X28 REG BRANCO 1099;;AC;Fabricado;PC;;;10,72/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;01/03/2023 14:51;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9391;CJ BAT CORRER IGM 2130X75X28 REG BRANCO 1099 - CAB 1050;;AC;Fabricado;CJ;;;65,40/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;01/03/2023 14:51;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9390;PTA PINTADA 2100X900X35X6 GRAFITTE - SEM FURAÇÃO;;AC;Fabricado;un;;;106,27/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;01/03/2023 13:38;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9389;PTA PINTADA 2100X800X35X6 GRAFITTE - SEM FURAÇÃO;;AC;Fabricado;un;;;83,12/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;01/03/2023 13:38;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9388;PTA PINTADA 2100X700X35X6 GRAFITTE - SEM FURAÇÃO;;AC;Fabricado;un;;;83,12/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;01/03/2023 13:38;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9387;CAB ALIZAR 1500X70X9X60 REG FLEXILAM PRETO NERO;;AC;Fabricado;PC;;;5,38/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/02/2023 15:19;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9386;CAB ALIZAR 1500X50X12X10 REG FLEXILAM PRETO NERO;;AC;Fabricado;PC;;;4,00/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/02/2023 15:17;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9385;CJ ALIZAR CORRER IGM 2230X70X12X10X60 FLEXILAM PRETO NERO - CAB 1500;;AC;Fabricado;CJ;;;80,86/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/02/2023 15:17;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9384;CJ BAT 2140X180X28 REG C/BOR PET PRETO - CAB 1000;;AC;Fabricado;CJ;;;75,02/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/02/2023 14:34;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9383;CAB BAT S4S 1050X180X28 REG PET PRETO LM TX-LS;;AC;Fabricado;PC;;;13,92/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/02/2023 14:32;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9382;CJ BAT CORRER IGM 2130X180X28 REG PET PRETO LM TX-LS - CAB 1050;;AC;Fabricado;CJ;;;70,85/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/02/2023 14:32;;Samuel;Simone;;14/02/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9381;PTA TERMOLAMINADA 2100X1000X35X6 PET PRETO LM TX-LS - SEM FURAÇÃO - FRISO IG01 NOS 2 LADOS;;AC;Fabricado;un;;;125,88/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/02/2023 14:31;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9380;PTA TERMOLAMINADA 2100X800X35X6 PET PRETO LM TX-LS - SEM FURAÇÃO - C/MIOLO BONDOOR - FRISO IG01 NOS 2 LADOS;;AC;Fabricado;un;;;125,88/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/02/2023 14:28;;Samuel;Samuel;;24/02/2023;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9379;PTA TERMOLAMINADA 2100X700X35X6 PET PRETO LM TX-LS - SEM FURAÇÃO - FRISO IG01 NOS 2 LADOS;;AC;Fabricado;un;;;125,88/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/02/2023 14:28;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9378;PTA TERMOLAMINADA 2100X600X35X6 PET PRETO LM TX-LS - SEM FURAÇÃO - FRISO IG01 NOS 2 LADOS;;AC;Fabricado;un;;;125,88/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/02/2023 14:27;;Samuel;Samuel;;24/02/2023;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9377;PTA TERMOLAMINADA 2100X800X35X6 PET PRETO LM TX-LS - SEM FURAÇÃO - FRISO IG01 NOS 2 LADOS;;AC;Fabricado;un;;;125,88/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/02/2023 14:25;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9376;CJ ALIZAR 2240X70X9X60 REG PET CAPUCCINO LM FJ-A;;AC;Fabricado;CJ;;;19,85/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/02/2023 13:59;;Ve;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9375;CJ ALIZAR 2240X70X9X10 REG PET CAPUCCINO LM FJ-A;;AC;Fabricado;CJ;;;24,81/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/02/2023 13:57;;Ve;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9374;LAT BAT PIVOTANTE 2700X140X28 REG C/BOR PET CAPUCCINO LM FJ-A - P/PTA 35 MM - ALTURA ESPECIAL;;AC;Fabricado;PC;;;24,39/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/02/2023 13:54;;Ve;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9373;CJ BAT PIVOTANTE 2700X140X28 REG C/BOR PET CAPUCCINO LM FJ-A - CAB 1200 - ALTURA ESPECIAL;;AC;Fabricado;CJ;;;83,35/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/02/2023 13:50;;Ve;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9372;LAT ALIZAR 2700X70X9X10 REG PET CAPUCCINO LM FJ-A - ALTURA ESPECIAL;;AC;Fabricado;PC;;;7,05/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/02/2023 13:47;;Ve;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9371;CJ ALIZAR 2700X70X9X10 REG PET CAPUCCINO LM FJ-A - ALTURA ESPECIAL;;AC;Fabricado;CJ;;;14,64/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/02/2023 13:46;;Ve;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9370;LAT ALIZAR 2700X70X9X60 REG PET CAPUCCINO LM FJ-A - ALTURA ESPECIAL;;AC;Fabricado;PC;;;9,58/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/02/2023 13:40;;Ve;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9369;CJ ALIZAR 2700X70X9X60 REG PET CAPUCCINO LM FJ-A - ALTURA ESPECIAL;;AC;Fabricado;CJ;;;19,85/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;24/02/2023 13:39;;Ve;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9368;BANDEIRA ALIZAR 600X1050X6X60 FLEXILAM GRAFITTE;;AC;Fabricado;PC;;;26,79/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;21/02/2023 16:02;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9367;BANDEIRA ALIZAR 600X1050X6X10 FLEXILAM GRAFITTE;;AC;Fabricado;PC;;;26,79/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;21/02/2023 16:01;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9366;CJ BAT 2140X75X28 REG C/BOR PET BRANCO DIAMANTE - CAB EM PERNA;;AC;Fabricado;CJ;;;47,73/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;15/02/2023 13:55;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9364;CAB BAT S4S 1000X95X28 REG PET BRANCO DIAMANTE;;AC;Fabricado;PC;;;10,72/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;15/02/2023 13:35;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9363;CJ BAT S4S 2140X95X28 REG PET BRANCO DIAMANTE - CAB 1000;;AC;Fabricado;CJ;;;47,73/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;15/02/2023 13:34;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9362;CAB BAT S4S 1000X140X28 REG TEKA MILANO;;AC;Fabricado;PC;;;10,64/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;15/02/2023 13:30;;Samuel;Samuel;;27/07/2023;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9361;CJ BAT S4S 2140X140X28 REG TEKA MILANO - CAB 1000;;AC;Fabricado;CJ;;;59,11/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;15/02/2023 13:29;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9360;CAB BAT S4S 1000X95X28 REG TEKA MILANO;;AC;Fabricado;PC;;;10,72/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;15/02/2023 13:28;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9359;CJ BAT S4S 2140X95X28 REG TEKA MILANO - CAB 1000;;AC;Fabricado;CJ;;;41,22/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;15/02/2023 13:27;;Samuel;Ve;;18/10/2023;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9358;LAT BAT 2140X95X28 REG C/BOR WENGUE SUPREMA;;AC;Fabricado;PC;;;16,55/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;15/02/2023 13:20;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9357;CAB BAT 1000X95X28 REG C/BOR WENGUE SUPREMA;;AC;Fabricado;PC;;;8,70/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;15/02/2023 13:18;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9356;CJ BAT 2140X95X28 REG C/BOR WENGUE SUPREMA - CAB 1000;;AC;Fabricado;CJ;;;41,22/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;15/02/2023 13:16;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9355;CJ ALIZAR CORRER IGM 2230X70X12X10X60 PET CAPUCCINO LM FJ-A - CAB 1500;;AC;Fabricado;CJ;;;80,86/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;14/02/2023 16:41;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9354;CJ BAT CORRER IGM 2130X160X28 REG PET CAPUCCINO LM FJ-A - CAB 1200;;AC;Fabricado;CJ;;;65,40/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;14/02/2023 16:24;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9353;PTA CORRER 2100X1100X35X6 PET CAPUCCINO LM FJ-A - SEM FURAÇÃO;;AC;Fabricado;un;;;119,54/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;14/02/2023 16:18;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9351;PTA 2060X680X35X3 BRANCO 1099 - SEM FURAÇÃO;;AC;Fabricado;un;;;92,98/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;14/02/2023 15:17;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9350;PTA PINTADA 2100X600X35X3 BRANCO UV MAX - SEM FURAÇÃO;;AC;Fabricado;un;;;83,12/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;14/02/2023 15:14;;Samuel;Samuel;;14/02/2023;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9349;CAB ALIZAR 1500X70X9X10 REG RENOLITE PRETO SP BLACK;;AC;Fabricado;PC;;;4,00/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;14/02/2023 14:33;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9348;CJ ALIZAR 2240X70X12X60 REG RENOLITE PRETO SP BLACK - SIST H - CAB 1500;;AC;Fabricado;CJ;;;20,42/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;14/02/2023 14:32;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9347;CJ ALIZAR 2240X70X12X10 REG RENOLITE PRETO SP BLACK - SIST H - CAB 1500;;AC;Fabricado;CJ;;;15,41/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;14/02/2023 14:32;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9346;CJ BAT 2140X140X28 REG C/BOR RENOLITE PRETO SP BLACK - CAB EM PERNA;;AC;Fabricado;CJ;;;73,88/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;14/02/2023 14:27;;Samuel;Samuel;;14/02/2023;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9345;PTA CORRER PINTADA 2100X1100X35X6 PRETO NERO - SEM FURAÇÃO;;AC;Fabricado;un;;;83,12/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;14/02/2023 14:15;;Samuel;Samuel;;16/02/2023;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9344;PTA TERMOLAMINADA 2100X900X35X6 CRU - SEM FURAÇÃO - FRISO USINADO IG02 2 LADOS;;AC;Fabricado;un;;;125,88/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;14/02/2023 13:57;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9343;PTA TERMOLAMINADA 2100X700X35X6 CRU - SEM FURAÇÃO - FRISO USINADO IG02 NOS DOIS LADOS;;AC;Fabricado;un;;;125,88/un;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;14/02/2023 13:55;;Samuel;Samuel;;16/02/2023;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9342;KT PTA CORRER 2100X900X35X3-BAT CORR 180/ ALIZ CORR 70X12 RENOLITE PRETO SP BLACK - FECH BICO DE PAPAGAIO;;AC;Fabricado;KIT;;;;;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;14/02/2023 13:48;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9341;KT PTA CORRER 2100X900X35X3-BAT CORR 160/ ALIZ CORR 70X12 PET CAPUCCINO LM FJ-A - FECH BICO DE PAPAGAIO;;AC;Fabricado;KIT;;;;;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;14/02/2023 13:45;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9340;LAT BAT 2140X170X28 REG S/BOR REB 41 PET FREIJO;;AC;Fabricado;PC;;;28,46/PC;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;14/02/2023 13:32;;Samuel;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9339;KT PTA 2100X800X35X3-BAT 95/ALIZ 70X12H NOCE EBANO - EXT/DIR - FECH SOPRANO ICARO/DOBRAD SOBREPOR;;AC;Fabricado;KIT;;;;;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;08/02/2023 10:16;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9338;KT PTA 2100X800X35X3-BAT 95/ALIZ 70X12H NOCE EBANO - EXT/ESQ - FECH SOPRANO ICARO/DOBRAD SOBREPOR;;AC;Fabricado;KIT;;;;;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;08/02/2023 10:15;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9337;CJ BAT 2140X95X28 REG C/BOR NOCE EBANO CAPUCCINO - FURAÇÃO CAVILHA E MEIA ESQUADRIA P/PTA 80;;AC;Fabricado;CJ;;;41,22/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;08/02/2023 10:15;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9336;CJ BAT 2140X95X28 REG C/BOR NOCE EBANO CAPUCCINO - FURAÇÃO CAVILHA E MEIA ESQUADRIA P/PTA 70;;AC;Fabricado;CJ;;;41,22/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;08/02/2023 10:14;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9335;KT PTA 2100X700X35X3-BAT 95/ALIZ 70X12H NOCE EBANO - WC/ESQ - FECH SOPRANO ICARO/DOBRAD SOBREPOR;;AC;Fabricado;KIT;;;;;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;08/02/2023 10:14;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9334;KT PTA 2100X700X35X3-BAT 120/ALIZ 70X12H NOCE EBANO - WC/ESQ - FECH SOPRANO ICARO/DOBRAD SOBREPOR;;AC;Fabricado;KIT;;;;;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;08/02/2023 10:10;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9333;KT PTA 2100X700X35X3-BAT 120/ALIZ 70X12H NOCE EBANO - WC/DIR - FECH SOPRANO ICARO/DOBRAD SOBREPOR;;AC;Fabricado;KIT;;;;;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;08/02/2023 10:08;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9332;KT PTA 2100X700X35X3-BAT 140/ALIZ 60X9 BRANCO UV - WC SOCIAL - ESQ/WC - FECH SOPRANO ICARO/DOBRAD SOBREPOR;;AC;Fabricado;KIT;;;;;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;08/02/2023 09:50;;Iguatamir/Pedro;Iguatamir/Pedro;;08/02/2023;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9331;KT PTA 2100X700X35X3-BAT 140/ALIZ 60X9 BRANCO UV - WC SUITE - DIR/WC - FECH SOPRANO ICARO/DOBRAD SOBREPOR;;AC;Fabricado;KIT;;;;;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;08/02/2023 09:49;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9330;KT PTA 2100X700X35X3-BAT 140/ALIZ 60X9 BRANCO UV - QUARTO - ESQ/INT - FECH SOPRANO ICARO/DOBRAD SOBREPOR;;AC;Fabricado;KIT;;;;;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;08/02/2023 09:49;;Iguatamir/Pedro;Iguatamir/Pedro;;08/02/2023;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9329;CJ BAT 2140X140X28 REG C/BOR PET BRANCO TX - FURAÇÃO CAVILHA E MEIA ESQUADRIA P/PTA DE 70;;AC;Fabricado;CJ;;;59,11/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;08/02/2023 09:48;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9328;KT PTA 2100X700X35X3-BAT 140/ALIZ 60X9 BRANCO UV - QUARTO - DIR/INT - FECH SOPRANO ICARO/DOBRAD SOBREPOR;;AC;Fabricado;KIT;;;;;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;08/02/2023 09:47;;Iguatamir/Pedro;;;;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9327;CJ ALIZAR 2240X60X9X60 REG PET BRANCO TX;;AC;Fabricado;CJ;;;24,50/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;08/02/2023 09:42;;Iguatamir/Pedro;MOACYR;;02/10/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
AC9326;CJ ALIZAR 2240X60X9X10 REG PET BRANCO TX;;AC;Fabricado;CJ;;;18,49/CJ;-100;;;;;PRODUTO ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;08/02/2023 09:41;;Iguatamir/Pedro;MOACYR;;02/10/2024;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
